Year,Country,ISO,Region_worldbank,IncomeGroup,CPIA Rating
2013,Guinea,GIN,Sub-Saharan Africa,Low income,2.5
2013,"Gambia, The",GMB,Sub-Saharan Africa,Low income,2.0
2013,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2.0
2013,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,
2013,Greece,GRC,Europe & Central Asia,High income,
2013,Grenada,GRD,Latin America & Caribbean,Upper middle income,4.0
2013,Greenland,GRL,Europe & Central Asia,High income,
2013,Guatemala,GTM,Latin America & Caribbean,Upper middle income,
2013,Guam,GUM,East Asia & Pacific,High income,
2013,Guyana,GUY,Latin America & Caribbean,Upper middle income,3.0
2013,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,
2013,Honduras,HND,Latin America & Caribbean,Lower middle income,3.0
2013,Croatia,HRV,Europe & Central Asia,High income,
2013,Haiti,HTI,Latin America & Caribbean,Lower middle income,2.5
2013,Hungary,HUN,Europe & Central Asia,High income,
2013,Indonesia,IDN,East Asia & Pacific,Lower middle income,
2013,Isle of Man,IMN,Europe & Central Asia,High income,
2013,India,IND,South Asia,Lower middle income,3.5
2013,Ireland,IRL,Europe & Central Asia,High income,
2013,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,
2013,Iraq,IRQ,Middle East & North Africa,Upper middle income,
2013,Iceland,ISL,Europe & Central Asia,High income,
2013,Israel,ISR,Middle East & North Africa,High income,
2013,Italy,ITA,Europe & Central Asia,High income,
2013,Jamaica,JAM,Latin America & Caribbean,Upper middle income,
2013,Jordan,JOR,Middle East & North Africa,Upper middle income,
2013,Japan,JPN,East Asia & Pacific,High income,
2013,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,
2013,Kenya,KEN,Sub-Saharan Africa,Lower middle income,3.0
2013,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,3.0
2013,Cambodia,KHM,East Asia & Pacific,Lower middle income,2.0
2013,Kiribati,KIR,East Asia & Pacific,Lower middle income,3.5
2013,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,
2013,"Korea, Rep.",KOR,East Asia & Pacific,High income,
2013,Kuwait,KWT,Middle East & North Africa,High income,
2013,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2.5
2013,Lebanon,LBN,Middle East & North Africa,Upper middle income,
2013,Liberia,LBR,Sub-Saharan Africa,Low income,3.0
2013,Libya,LBY,Middle East & North Africa,Upper middle income,
2013,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,4.5
2013,Liechtenstein,LIE,Europe & Central Asia,High income,
2013,Sri Lanka,LKA,South Asia,Lower middle income,3.0
2013,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,3.5
2013,Lithuania,LTU,Europe & Central Asia,High income,
2013,Luxembourg,LUX,Europe & Central Asia,High income,
2013,Latvia,LVA,Europe & Central Asia,High income,
2013,"Macao SAR, China",MAC,East Asia & Pacific,High income,
2013,St. Martin (French part),MAF,Latin America & Caribbean,High income,
2013,Morocco,MAR,Middle East & North Africa,Lower middle income,
2013,Monaco,MCO,Europe & Central Asia,High income,
2013,Moldova,MDA,Europe & Central Asia,Upper middle income,3.5
2013,Madagascar,MDG,Sub-Saharan Africa,Low income,2.0
2013,Maldives,MDV,South Asia,Upper middle income,3.0
2013,Mexico,MEX,Latin America & Caribbean,Upper middle income,
2013,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,3.5
2013,North Macedonia,MKD,Europe & Central Asia,Upper middle income,
2013,Mali,MLI,Sub-Saharan Africa,Low income,3.0
2013,Malta,MLT,Middle East & North Africa,High income,
2013,Myanmar,MMR,East Asia & Pacific,Lower middle income,2.5
2013,Montenegro,MNE,Europe & Central Asia,Upper middle income,
2013,Mongolia,MNG,East Asia & Pacific,Lower middle income,3.5
2013,Northern Mariana Islands,MNP,East Asia & Pacific,High income,
2013,Mozambique,MOZ,Sub-Saharan Africa,Low income,3.0
2013,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2.5
2013,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,
2013,Malawi,MWI,Sub-Saharan Africa,Low income,2.5
2013,Malaysia,MYS,East Asia & Pacific,Upper middle income,
2013,Namibia,NAM,Sub-Saharan Africa,Upper middle income,
2013,New Caledonia,NCL,East Asia & Pacific,High income,
2013,Niger,NER,Sub-Saharan Africa,Low income,3.0
2013,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,3.0
2013,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,3.0
2013,Netherlands,NLD,Europe & Central Asia,High income,
2013,Norway,NOR,Europe & Central Asia,High income,
2013,Nepal,NPL,South Asia,Lower middle income,3.0
2013,Nauru,NRU,East Asia & Pacific,High income,
2013,New Zealand,NZL,East Asia & Pacific,High income,
2013,Oman,OMN,Middle East & North Africa,High income,
2013,Pakistan,PAK,South Asia,Lower middle income,2.5
2013,Panama,PAN,Latin America & Caribbean,Upper middle income,
2013,Peru,PER,Latin America & Caribbean,Upper middle income,
2013,Philippines,PHL,East Asia & Pacific,Lower middle income,
2013,Palau,PLW,East Asia & Pacific,High income,
2013,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,3.0
2013,Poland,POL,Europe & Central Asia,High income,
2013,Puerto Rico,PRI,Latin America & Caribbean,High income,
2013,"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,
2013,Portugal,PRT,Europe & Central Asia,High income,
2013,Paraguay,PRY,Latin America & Caribbean,Upper middle income,
2013,West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,
2013,French Polynesia,PYF,East Asia & Pacific,High income,
2013,Qatar,QAT,Middle East & North Africa,High income,
2013,Romania,ROU,Europe & Central Asia,Upper middle income,
2013,Russian Federation,RUS,Europe & Central Asia,Upper middle income,
2013,Rwanda,RWA,Sub-Saharan Africa,Low income,3.5
2013,Saudi Arabia,SAU,Middle East & North Africa,High income,
2013,Sudan,SDN,Sub-Saharan Africa,Low income,1.5
2013,Senegal,SEN,Sub-Saharan Africa,Lower middle income,3.5
2013,Singapore,SGP,East Asia & Pacific,High income,
2013,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,3.0
2013,Sierra Leone,SLE,Sub-Saharan Africa,Low income,3.0
2013,El Salvador,SLV,Latin America & Caribbean,Lower middle income,
2013,San Marino,SMR,Europe & Central Asia,High income,
2013,Somalia,SOM,Sub-Saharan Africa,Low income,
2013,Serbia,SRB,Europe & Central Asia,Upper middle income,
2013,South Sudan,SSD,Sub-Saharan Africa,Low income,2.0
2013,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,3.5
2013,Suriname,SUR,Latin America & Caribbean,Upper middle income,
2013,Slovak Republic,SVK,Europe & Central Asia,High income,
2013,Slovenia,SVN,Europe & Central Asia,High income,
2013,Sweden,SWE,Europe & Central Asia,High income,
2013,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,
2013,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,
2013,Seychelles,SYC,Sub-Saharan Africa,High income,
2013,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,
2013,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,
2013,Chad,TCD,Sub-Saharan Africa,Low income,2.0
2013,Togo,TGO,Sub-Saharan Africa,Low income,2.5
2013,Thailand,THA,East Asia & Pacific,Upper middle income,
2013,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2.5
2013,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,
2013,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2.5
2013,Tonga,TON,East Asia & Pacific,Upper middle income,3.5
2013,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,
2013,Tunisia,TUN,Middle East & North Africa,Lower middle income,
2013,Turkey,TUR,Europe & Central Asia,Upper middle income,
2013,Tuvalu,TUV,East Asia & Pacific,Upper middle income,3.0
2013,Tanzania,TZA,Sub-Saharan Africa,Lower middle income,3.0
2013,Uganda,UGA,Sub-Saharan Africa,Low income,2.0
2013,Ukraine,UKR,Europe & Central Asia,Lower middle income,
2013,Uruguay,URY,Latin America & Caribbean,High income,
2013,United States,USA,North America,High income,
2013,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2.0
2013,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,4.0
2013,"Venezuela, RB",VEN,Latin America & Caribbean,,
2013,British Virgin Islands,VGB,Latin America & Caribbean,High income,
2013,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,
2013,Vietnam,VNM,East Asia & Pacific,Lower middle income,3.0
2013,Vanuatu,VUT,East Asia & Pacific,Lower middle income,3.5
2013,Samoa,WSM,East Asia & Pacific,Lower middle income,4.0
2013,Kosovo,XKX,Europe & Central Asia,Upper middle income,3.0
2013,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2.0
2013,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,
2013,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,3.0
2013,Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,1.5
2014,Aruba,ABW,Latin America & Caribbean,High income,
2014,Afghanistan,AFG,South Asia,Low income,2.0
2014,Angola,AGO,Sub-Saharan Africa,Lower middle income,
2014,Albania,ALB,Europe & Central Asia,Upper middle income,
2014,Andorra,AND,Europe & Central Asia,High income,
2014,United Arab Emirates,ARE,Middle East & North Africa,High income,
2014,Argentina,ARG,Latin America & Caribbean,Upper middle income,
2014,Armenia,ARM,Europe & Central Asia,Upper middle income,
2014,American Samoa,ASM,East Asia & Pacific,Upper middle income,
2014,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,
2014,Australia,AUS,East Asia & Pacific,High income,
2014,Austria,AUT,Europe & Central Asia,High income,
2014,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,
2014,Burundi,BDI,Sub-Saharan Africa,Low income,2.5
2014,Belgium,BEL,Europe & Central Asia,High income,
2014,Benin,BEN,Sub-Saharan Africa,Lower middle income,3.5
2014,Burkina Faso,BFA,Sub-Saharan Africa,Low income,3.5
2014,Bangladesh,BGD,South Asia,Lower middle income,2.5
2014,Bulgaria,BGR,Europe & Central Asia,Upper middle income,
2014,Bahrain,BHR,Middle East & North Africa,High income,
2014,"Bahamas, The",BHS,Latin America & Caribbean,High income,
2014,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,
2014,Belarus,BLR,Europe & Central Asia,Upper middle income,
2014,Belize,BLZ,Latin America & Caribbean,Lower middle income,
2014,Bermuda,BMU,North America,High income,
2014,Bolivia,BOL,Latin America & Caribbean,Lower middle income,3.5
2014,Brazil,BRA,Latin America & Caribbean,Upper middle income,
2014,Barbados,BRB,Latin America & Caribbean,High income,
2014,Brunei Darussalam,BRN,East Asia & Pacific,High income,
2014,Bhutan,BTN,South Asia,Lower middle income,4.5
2014,Botswana,BWA,Sub-Saharan Africa,Upper middle income,
2014,Central African Republic,CAF,Sub-Saharan Africa,Low income,2.5
2014,Canada,CAN,North America,High income,
2014,Switzerland,CHE,Europe & Central Asia,High income,
2014,Channel Islands,CHI,Europe & Central Asia,High income,
2014,Chile,CHL,Latin America & Caribbean,High income,
2014,China,CHN,East Asia & Pacific,Upper middle income,
2014,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,3.0
2014,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2.5
2014,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2.0
2014,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2.0
2014,Colombia,COL,Latin America & Caribbean,Upper middle income,
2014,Comoros,COM,Sub-Saharan Africa,Lower middle income,2.5
2014,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,4.5
2014,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,
2014,Cuba,CUB,Latin America & Caribbean,Upper middle income,
2014,Curacao,CUW,Latin America & Caribbean,High income,
2014,Cayman Islands,CYM,Latin America & Caribbean,High income,
2014,Cyprus,CYP,Europe & Central Asia,High income,
2014,Czech Republic,CZE,Europe & Central Asia,High income,
2014,Germany,DEU,Europe & Central Asia,High income,
2014,Djibouti,DJI,Middle East & North Africa,Lower middle income,2.5
2014,Dominica,DMA,Latin America & Caribbean,Upper middle income,4.0
2014,Denmark,DNK,Europe & Central Asia,High income,
2014,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,
2014,Algeria,DZA,Middle East & North Africa,Lower middle income,
2014,Ecuador,ECU,Latin America & Caribbean,Upper middle income,
2014,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,
2014,Eritrea,ERI,Sub-Saharan Africa,Low income,2.0
2014,Spain,ESP,Europe & Central Asia,High income,
2014,Estonia,EST,Europe & Central Asia,High income,
2014,Ethiopia,ETH,Sub-Saharan Africa,Low income,3.0
2014,Finland,FIN,Europe & Central Asia,High income,
2014,Fiji,FJI,East Asia & Pacific,Upper middle income,
2014,France,FRA,Europe & Central Asia,High income,
2014,Faroe Islands,FRO,Europe & Central Asia,High income,
2014,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,3.5
2014,Gabon,GAB,Sub-Saharan Africa,Upper middle income,
2014,United Kingdom,GBR,Europe & Central Asia,High income,
2014,Georgia,GEO,Europe & Central Asia,Upper middle income,
2014,Ghana,GHA,Sub-Saharan Africa,Lower middle income,3.5
2014,Gibraltar,GIB,Europe & Central Asia,High income,
2014,Guinea,GIN,Sub-Saharan Africa,Low income,2.5
2014,"Gambia, The",GMB,Sub-Saharan Africa,Low income,2.0
2014,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2.0
2014,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,
2014,Greece,GRC,Europe & Central Asia,High income,
2014,Grenada,GRD,Latin America & Caribbean,Upper middle income,4.0
2014,Greenland,GRL,Europe & Central Asia,High income,
2014,Guatemala,GTM,Latin America & Caribbean,Upper middle income,
2014,Guam,GUM,East Asia & Pacific,High income,
2014,Guyana,GUY,Latin America & Caribbean,Upper middle income,3.0
2014,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,
2014,Honduras,HND,Latin America & Caribbean,Lower middle income,3.0
2014,Croatia,HRV,Europe & Central Asia,High income,
2014,Haiti,HTI,Latin America & Caribbean,Lower middle income,2.5
2014,Hungary,HUN,Europe & Central Asia,High income,
2014,Indonesia,IDN,East Asia & Pacific,Lower middle income,
2014,Isle of Man,IMN,Europe & Central Asia,High income,
2014,India,IND,South Asia,Lower middle income,
2014,Ireland,IRL,Europe & Central Asia,High income,
2014,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,
2014,Iraq,IRQ,Middle East & North Africa,Upper middle income,
2014,Iceland,ISL,Europe & Central Asia,High income,
2014,Israel,ISR,Middle East & North Africa,High income,
2014,Italy,ITA,Europe & Central Asia,High income,
2014,Jamaica,JAM,Latin America & Caribbean,Upper middle income,
2014,Jordan,JOR,Middle East & North Africa,Upper middle income,
2014,Japan,JPN,East Asia & Pacific,High income,
2014,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,
2014,Kenya,KEN,Sub-Saharan Africa,Lower middle income,3.0
2014,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,3.0
2014,Cambodia,KHM,East Asia & Pacific,Lower middle income,2.0
2014,Kiribati,KIR,East Asia & Pacific,Lower middle income,3.5
2014,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,
2014,"Korea, Rep.",KOR,East Asia & Pacific,High income,
2014,Kuwait,KWT,Middle East & North Africa,High income,
2014,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2.5
2014,Lebanon,LBN,Middle East & North Africa,Upper middle income,
2014,Liberia,LBR,Sub-Saharan Africa,Low income,3.0
2014,Libya,LBY,Middle East & North Africa,Upper middle income,
2014,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,4.5
2014,Liechtenstein,LIE,Europe & Central Asia,High income,
2014,Sri Lanka,LKA,South Asia,Lower middle income,3.0
2014,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,3.0
2014,Lithuania,LTU,Europe & Central Asia,High income,
2014,Luxembourg,LUX,Europe & Central Asia,High income,
2014,Latvia,LVA,Europe & Central Asia,High income,
2014,"Macao SAR, China",MAC,East Asia & Pacific,High income,
2014,St. Martin (French part),MAF,Latin America & Caribbean,High income,
2014,Morocco,MAR,Middle East & North Africa,Lower middle income,
2014,Monaco,MCO,Europe & Central Asia,High income,
2014,Moldova,MDA,Europe & Central Asia,Upper middle income,3.0
2014,Madagascar,MDG,Sub-Saharan Africa,Low income,2.5
2014,Maldives,MDV,South Asia,Upper middle income,3.0
2014,Mexico,MEX,Latin America & Caribbean,Upper middle income,
2014,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,3.5
2014,North Macedonia,MKD,Europe & Central Asia,Upper middle income,
2014,Mali,MLI,Sub-Saharan Africa,Low income,3.0
2014,Malta,MLT,Middle East & North Africa,High income,
2014,Myanmar,MMR,East Asia & Pacific,Lower middle income,3.0
2014,Montenegro,MNE,Europe & Central Asia,Upper middle income,
2014,Mongolia,MNG,East Asia & Pacific,Lower middle income,3.5
2014,Northern Mariana Islands,MNP,East Asia & Pacific,High income,
2014,Mozambique,MOZ,Sub-Saharan Africa,Low income,3.0
2014,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,3.0
2014,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,
2014,Malawi,MWI,Sub-Saharan Africa,Low income,2.5
2014,Malaysia,MYS,East Asia & Pacific,Upper middle income,
2014,Namibia,NAM,Sub-Saharan Africa,Upper middle income,
2014,New Caledonia,NCL,East Asia & Pacific,High income,
2014,Niger,NER,Sub-Saharan Africa,Low income,3.0
2014,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,3.0
2014,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,3.0
2014,Netherlands,NLD,Europe & Central Asia,High income,
2014,Norway,NOR,Europe & Central Asia,High income,
2014,Nepal,NPL,South Asia,Lower middle income,3.0
2014,Nauru,NRU,East Asia & Pacific,High income,
2014,New Zealand,NZL,East Asia & Pacific,High income,
2014,Oman,OMN,Middle East & North Africa,High income,
2014,Pakistan,PAK,South Asia,Lower middle income,2.5
2014,Panama,PAN,Latin America & Caribbean,Upper middle income,
2014,Peru,PER,Latin America & Caribbean,Upper middle income,
2014,Philippines,PHL,East Asia & Pacific,Lower middle income,
2014,Palau,PLW,East Asia & Pacific,High income,
2014,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,3.0
2014,Poland,POL,Europe & Central Asia,High income,
2014,Puerto Rico,PRI,Latin America & Caribbean,High income,
2014,"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,
2014,Portugal,PRT,Europe & Central Asia,High income,
2014,Paraguay,PRY,Latin America & Caribbean,Upper middle income,
2014,West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,
2014,French Polynesia,PYF,East Asia & Pacific,High income,
2014,Qatar,QAT,Middle East & North Africa,High income,
2014,Romania,ROU,Europe & Central Asia,Upper middle income,
2014,Russian Federation,RUS,Europe & Central Asia,Upper middle income,
2014,Rwanda,RWA,Sub-Saharan Africa,Low income,3.5
2014,Saudi Arabia,SAU,Middle East & North Africa,High income,
2014,Sudan,SDN,Sub-Saharan Africa,Low income,1.5
2014,Senegal,SEN,Sub-Saharan Africa,Lower middle income,3.5
2014,Singapore,SGP,East Asia & Pacific,High income,
2014,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,3.0
2014,Sierra Leone,SLE,Sub-Saharan Africa,Low income,3.0
2014,El Salvador,SLV,Latin America & Caribbean,Lower middle income,
2014,San Marino,SMR,Europe & Central Asia,High income,
2014,Somalia,SOM,Sub-Saharan Africa,Low income,
2014,Serbia,SRB,Europe & Central Asia,Upper middle income,
2014,South Sudan,SSD,Sub-Saharan Africa,Low income,2.0
2014,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,3.5
2014,Suriname,SUR,Latin America & Caribbean,Upper middle income,
2014,Slovak Republic,SVK,Europe & Central Asia,High income,
2014,Slovenia,SVN,Europe & Central Asia,High income,
2014,Sweden,SWE,Europe & Central Asia,High income,
2014,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,
2014,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,
2014,Seychelles,SYC,Sub-Saharan Africa,High income,
2014,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,
2014,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,
2014,Chad,TCD,Sub-Saharan Africa,Low income,2.5
2014,Togo,TGO,Sub-Saharan Africa,Low income,2.5
2014,Thailand,THA,East Asia & Pacific,Upper middle income,
2014,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2.5
2014,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,
2014,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2.5
2014,Tonga,TON,East Asia & Pacific,Upper middle income,3.5
2014,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,
2014,Tunisia,TUN,Middle East & North Africa,Lower middle income,
2014,Turkey,TUR,Europe & Central Asia,Upper middle income,
2014,Tuvalu,TUV,East Asia & Pacific,Upper middle income,3.5
2014,Tanzania,TZA,Sub-Saharan Africa,Lower middle income,3.0
2014,Uganda,UGA,Sub-Saharan Africa,Low income,2.0
2014,Ukraine,UKR,Europe & Central Asia,Lower middle income,
2014,Uruguay,URY,Latin America & Caribbean,High income,
2014,United States,USA,North America,High income,
2014,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2.0
2014,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,4.0
2014,"Venezuela, RB",VEN,Latin America & Caribbean,,
2014,British Virgin Islands,VGB,Latin America & Caribbean,High income,
2014,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,
2014,Vietnam,VNM,East Asia & Pacific,Lower middle income,3.0
2014,Vanuatu,VUT,East Asia & Pacific,Lower middle income,3.0
2014,Samoa,WSM,East Asia & Pacific,Lower middle income,4.0
2014,Kosovo,XKX,Europe & Central Asia,Upper middle income,3.0
2014,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2.0
2014,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,
2014,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,3.0
2014,Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,1.5
2015,Aruba,ABW,Latin America & Caribbean,High income,
2015,Afghanistan,AFG,South Asia,Low income,2.0
2015,Angola,AGO,Sub-Saharan Africa,Lower middle income,
2015,Albania,ALB,Europe & Central Asia,Upper middle income,
2015,Andorra,AND,Europe & Central Asia,High income,
2015,United Arab Emirates,ARE,Middle East & North Africa,High income,
2015,Argentina,ARG,Latin America & Caribbean,Upper middle income,
2015,Armenia,ARM,Europe & Central Asia,Upper middle income,
2015,American Samoa,ASM,East Asia & Pacific,Upper middle income,
2015,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,
2015,Australia,AUS,East Asia & Pacific,High income,
2015,Austria,AUT,Europe & Central Asia,High income,
2015,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,
2015,Burundi,BDI,Sub-Saharan Africa,Low income,2.0
2015,Belgium,BEL,Europe & Central Asia,High income,
2015,Benin,BEN,Sub-Saharan Africa,Lower middle income,3.5
2015,Burkina Faso,BFA,Sub-Saharan Africa,Low income,3.5
2015,Bangladesh,BGD,South Asia,Lower middle income,2.5
2015,Bulgaria,BGR,Europe & Central Asia,Upper middle income,
2015,Bahrain,BHR,Middle East & North Africa,High income,
2015,"Bahamas, The",BHS,Latin America & Caribbean,High income,
2015,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,
2015,Belarus,BLR,Europe & Central Asia,Upper middle income,
2015,Belize,BLZ,Latin America & Caribbean,Lower middle income,
2015,Bermuda,BMU,North America,High income,
2015,Bolivia,BOL,Latin America & Caribbean,Lower middle income,3.0
2015,Brazil,BRA,Latin America & Caribbean,Upper middle income,
2015,Barbados,BRB,Latin America & Caribbean,High income,
2015,Brunei Darussalam,BRN,East Asia & Pacific,High income,
2015,Bhutan,BTN,South Asia,Lower middle income,4.5
2015,Botswana,BWA,Sub-Saharan Africa,Upper middle income,
2015,Central African Republic,CAF,Sub-Saharan Africa,Low income,2.5
2015,Canada,CAN,North America,High income,
2015,Switzerland,CHE,Europe & Central Asia,High income,
2015,Channel Islands,CHI,Europe & Central Asia,High income,
2015,Chile,CHL,Latin America & Caribbean,High income,
2015,China,CHN,East Asia & Pacific,Upper middle income,
2015,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,3.0
2015,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2.5
2015,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2.0
2015,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2.0
2015,Colombia,COL,Latin America & Caribbean,Upper middle income,
2015,Comoros,COM,Sub-Saharan Africa,Lower middle income,2.5
2015,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,4.5
2015,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,
2015,Cuba,CUB,Latin America & Caribbean,Upper middle income,
2015,Curacao,CUW,Latin America & Caribbean,High income,
2015,Cayman Islands,CYM,Latin America & Caribbean,High income,
2015,Cyprus,CYP,Europe & Central Asia,High income,
2015,Czech Republic,CZE,Europe & Central Asia,High income,
2015,Germany,DEU,Europe & Central Asia,High income,
2015,Djibouti,DJI,Middle East & North Africa,Lower middle income,2.5
2015,Dominica,DMA,Latin America & Caribbean,Upper middle income,4.0
2015,Denmark,DNK,Europe & Central Asia,High income,
2015,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,
2015,Algeria,DZA,Middle East & North Africa,Lower middle income,
2015,Ecuador,ECU,Latin America & Caribbean,Upper middle income,
2015,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,
2015,Eritrea,ERI,Sub-Saharan Africa,Low income,2.0
2015,Spain,ESP,Europe & Central Asia,High income,
2015,Estonia,EST,Europe & Central Asia,High income,
2015,Ethiopia,ETH,Sub-Saharan Africa,Low income,3.0
2015,Finland,FIN,Europe & Central Asia,High income,
2015,Fiji,FJI,East Asia & Pacific,Upper middle income,
2015,France,FRA,Europe & Central Asia,High income,
2015,Faroe Islands,FRO,Europe & Central Asia,High income,
2015,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,3.5
2015,Gabon,GAB,Sub-Saharan Africa,Upper middle income,
2015,United Kingdom,GBR,Europe & Central Asia,High income,
2015,Georgia,GEO,Europe & Central Asia,Upper middle income,
2015,Ghana,GHA,Sub-Saharan Africa,Lower middle income,3.5
2015,Gibraltar,GIB,Europe & Central Asia,High income,
2015,Guinea,GIN,Sub-Saharan Africa,Low income,2.5
2015,"Gambia, The",GMB,Sub-Saharan Africa,Low income,2.0
2015,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2.0
2015,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,
2015,Greece,GRC,Europe & Central Asia,High income,
2015,Grenada,GRD,Latin America & Caribbean,Upper middle income,4.0
2015,Greenland,GRL,Europe & Central Asia,High income,
2015,Guatemala,GTM,Latin America & Caribbean,Upper middle income,
2015,Guam,GUM,East Asia & Pacific,High income,
2015,Guyana,GUY,Latin America & Caribbean,Upper middle income,3.0
2015,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,
2015,Honduras,HND,Latin America & Caribbean,Lower middle income,3.0
2015,Croatia,HRV,Europe & Central Asia,High income,
2015,Haiti,HTI,Latin America & Caribbean,Lower middle income,2.5
2015,Hungary,HUN,Europe & Central Asia,High income,
2015,Indonesia,IDN,East Asia & Pacific,Lower middle income,
